user_id,file_id,sentence_length,rating,pred_rating
24,1,13.0,1.0,3.18
25,1,14.5,4.0,3.92
26,1,9.68,4.0,4.26
27,1,13.85,2.0,2.64
28,1,15.1,4.0,3.68
29,1,12.77,4.0,3.0
30,1,13.25,3.0,3.83
31,1,7.03,5.0,4.01
32,1,11.12,4.0,4.15
33,1,10.37,5.0,4.19
34,1,14.83,4.0,4.03
35,1,13.83,2.0,2.51
36,1,10.0,4.0,3.88
37,1,15.0,2.0,3.35
38,1,12.28,4.0,3.21
39,1,9.7,3.0,4.33
40,1,11.2,2.0,3.4
41,1,36.0,5.0,4.42
42,1,14.31,4.0,4.2
43,1,7.0,5.0,4.01
44,1,12.5,4.0,4.2
45,1,16.9,4.0,4.03
46,1,9.67,5.0,4.61
47,1,16.14,4.0,4.01
48,1,14.26,3.0,3.0
49,1,14.07,4.0,3.63
50,1,9.0,4.0,2.72
51,1,14.0,4.0,3.91
52,1,10.42,2.0,2.98
53,1,13.52,5.0,3.94
54,1,12.04,5.0,4.39
55,1,18.19,5.0,3.94
56,1,12.89,5.0,4.45
57,1,27.36,2.0,3.38
58,1,11.75,2.0,2.46
59,1,43.5,5.0,4.9
60,1,13.26,4.0,3.91
61,1,14.0,5.0,3.91
62,1,11.07,2.0,3.34
63,1,9.44,5.0,3.72
64,1,38.9,5.0,4.96
65,1,8.07,4.0,4.16
66,1,14.27,4.0,3.01
67,1,13.75,2.0,2.34
68,1,16.23,4.0,4.01
69,1,12.41,5.0,4.38
70,1,10.95,5.0,3.96
71,1,11.06,3.0,3.24
72,1,7.56,5.0,3.96
73,1,12.8,4.0,3.02
74,1,12.78,2.0,3.0
75,1,26.0,4.0,3.9
0,2,10.17,5.0,4.9
1,2,18.94,4.0,3.39
2,2,13.44,4.0,4.33
3,2,9.5,5.0,3.38
4,2,11.44,5.0,3.92
5,2,10.24,3.0,3.69
6,2,14.5,4.0,3.92
7,2,11.53,4.0,4.08
8,2,7.6,1.0,2.71
9,2,14.2,3.0,2.73
10,2,26.5,4.0,3.86
11,2,10.0,3.0,3.88
12,2,10.96,5.0,3.97
13,2,17.0,4.0,4.04
14,2,7.44,5.0,4.33
15,2,9.71,3.0,4.16
16,2,8.62,4.0,3.51
17,2,12.0,4.0,4.43
18,2,23.67,3.0,4.18
19,2,12.49,5.0,4.4
20,2,13.68,4.0,2.65
21,2,20.0,4.0,3.65
22,2,9.93,4.0,3.18
23,2,13.48,2.0,2.98
24,2,19.95,2.0,3.27
25,2,14.0,3.0,3.91
26,2,11.29,5.0,3.36
27,2,11.86,2.0,3.07
28,2,15.51,4.0,3.65
29,2,14.76,5.0,4.16
30,2,10.74,4.0,4.51
31,2,30.45,4.0,3.65
32,2,9.93,4.0,3.22
33,2,10.37,5.0,4.19
34,2,10.03,4.0,4.0
35,2,11.71,2.0,2.51
36,2,4.0,4.0,4.36
37,2,12.33,1.0,2.85
38,2,11.09,4.0,4.11
39,2,11.26,3.0,3.33
40,2,10.49,2.0,2.92
41,2,16.0,5.0,3.7
42,2,14.09,4.0,2.9
43,2,6.0,5.0,4.65
44,2,13.0,4.0,3.18
45,2,12.73,4.0,4.0
46,2,13.25,5.0,4.05
47,2,12.63,4.0,4.02
48,2,14.12,2.0,2.56
49,2,92.6,3.0,4.11
50,2,12.97,5.0,4.06
51,2,14.0,4.0,3.91
52,2,11.81,1.0,2.85
53,2,13.48,5.0,4.75
54,2,15.13,4.0,3.67
55,2,56.25,5.0,4.44
56,2,10.86,4.0,3.55
57,2,12.44,4.0,4.39
58,2,11.75,3.0,2.46
59,2,61.8,4.0,4.33
60,2,14.17,2.0,2.53
61,2,40.93,5.0,4.95
62,2,17.38,4.0,4.12
63,2,10.21,5.0,4.77
64,2,11.86,3.0,3.07
65,2,13.36,4.0,4.03
66,2,8.83,4.0,3.75
67,2,32.62,4.0,3.48
68,2,11.3,4.0,3.31
69,2,16.71,4.0,4.16
70,2,14.42,4.0,4.0
71,2,22.95,5.0,4.47
72,2,10.71,5.0,4.54
73,2,16.04,4.0,3.94
74,2,13.22,3.0,2.72
75,2,14.0,4.0,3.91
0,3,55.0,5.0,4.44
1,3,10.02,4.0,3.99
2,3,10.53,4.0,3.64
3,3,10.23,5.0,4.47
4,3,10.15,5.0,4.83
5,3,10.54,4.0,3.85
6,3,14.16,4.0,2.53
7,3,11.19,4.0,3.9
8,3,8.26,3.0,2.67
9,3,10.79,3.0,2.35
10,3,10.86,3.0,3.55
11,3,10.05,4.0,4.0
12,3,14.0,5.0,3.91
13,3,16.0,2.0,3.7
14,3,11.91,5.0,3.81
15,3,8.03,4.0,3.96
16,3,12.6,4.0,4.03
17,3,36.0,5.0,4.42
18,3,11.46,4.0,4.0
19,3,43.5,5.0,4.9
20,3,7.52,4.0,3.96
21,3,20.0,4.0,3.65
22,3,10.62,4.0,4.0
23,3,13.48,3.0,2.98
24,3,10.41,3.0,3.09
25,3,16.53,4.0,4.09
26,3,8.0,4.0,3.73
27,3,10.83,2.0,2.61
28,3,9.63,3.0,3.74
29,3,33.5,3.0,3.18
30,3,11.82,4.0,3.59
31,3,8.8,5.0,3.86
32,3,10.48,4.0,3.09
33,3,10.13,5.0,4.68
34,3,9.36,4.0,3.71
35,3,11.93,1.0,3.27
36,3,4.0,4.0,4.36
37,3,13.67,1.0,2.54
38,3,125.5,4.0,4.26
39,3,28.29,2.0,3.29
40,3,9.0,1.0,2.72
41,3,30.0,4.0,3.66
42,3,10.52,3.0,3.18
43,3,6.0,5.0,4.65
44,3,17.0,4.0,4.04
45,3,11.42,4.0,3.55
46,3,8.18,5.0,3.76
47,3,9.7,5.0,4.3
48,3,9.11,4.0,3.76
49,3,12.79,2.0,3.0
50,3,16.68,4.0,4.3
51,3,10.0,5.0,3.88
52,3,8.76,2.0,3.57
53,3,13.48,5.0,4.75
54,3,7.38,4.0,4.03
55,3,23.27,5.0,4.41
56,3,18.39,4.0,3.14
57,3,12.56,4.0,4.05
58,3,9.06,2.0,2.89
59,3,14.94,3.0,3.31
60,3,16.15,4.0,4.01
61,3,10.88,5.0,3.76
62,3,11.14,2.0,3.77
63,3,30.73,5.0,3.67
64,3,38.41,5.0,4.9
65,3,17.6,4.0,4.19
66,3,9.17,4.0,3.88
67,3,9.77,5.0,4.38
68,3,9.86,2.0,3.17
69,3,425.0,4.0,4.23
70,3,117.71,5.0,4.31
71,3,11.9,4.0,3.85
72,3,16.75,4.0,4.08
73,3,43.56,4.0,4.45
74,3,15.28,3.0,3.5
75,3,9.24,4.0,3.77
0,4,176.0,5.0,4.37
1,4,24.45,4.0,4.22
2,4,12.41,4.0,4.41
3,4,11.15,5.0,4.01
4,4,11.08,5.0,3.96
5,4,11.47,3.0,3.78
6,4,10.07,4.0,4.06
7,4,11.92,4.0,3.35
8,4,9.35,3.0,3.68
9,4,12.09,3.0,3.14
10,4,11.67,3.0,2.6
11,4,9.64,4.0,3.74
12,4,12.73,5.0,4.32
13,4,15.0,4.0,3.35
14,4,12.25,5.0,3.2
15,4,10.77,1.0,2.8
16,4,14.35,4.0,4.18
17,4,22.33,4.0,4.34
18,4,11.46,4.0,4.0
19,4,11.09,5.0,4.11
20,4,11.03,4.0,3.93
21,4,20.0,4.0,3.65
22,4,13.03,3.0,3.08
23,4,13.48,3.0,2.98
24,4,11.11,4.0,4.22
25,4,11.19,4.0,3.89
26,4,10.12,5.0,4.68
27,4,10.3,2.0,3.39
28,4,23.09,4.0,4.35
29,4,17.26,4.0,4.09
30,4,51.33,4.0,4.33
31,4,12.92,4.0,4.47
32,4,20.96,4.0,4.29
33,4,24.37,5.0,4.49
34,4,10.87,4.0,3.76
35,4,18.28,1.0,3.14
36,4,8.0,4.0,3.73
37,4,15.15,5.0,3.65
38,4,8.0,4.0,3.73
39,4,8.23,2.0,2.69
40,4,9.99,2.0,3.2
41,4,12.0,5.0,4.43
42,4,13.79,3.0,2.46
43,4,6.0,5.0,4.65
44,4,20.0,3.0,3.65
45,4,10.9,4.0,3.86
46,4,10.26,5.0,3.62
47,4,14.29,5.0,4.04
48,4,16.68,5.0,4.3
49,4,13.05,4.0,3.21
50,4,202.5,4.0,4.23
51,4,20.0,4.0,3.65
52,4,33.45,2.0,3.17
53,4,13.48,5.0,4.75
54,4,13.54,4.0,3.96
55,4,39.73,5.0,4.96
56,4,11.35,2.0,3.12
57,4,10.71,5.0,4.54
58,4,9.06,3.0,2.89
59,4,10.54,4.0,3.85
60,4,12.25,4.0,3.2
61,4,10.74,5.0,4.69
62,4,13.93,4.0,4.15
63,4,13.67,5.0,2.54
64,4,12.18,4.0,2.97
65,4,10.14,4.0,4.63
66,4,11.83,4.0,3.65
67,4,7.22,3.0,3.79
68,4,13.65,3.0,2.9
69,4,18.6,4.0,3.13
70,4,11.85,4.0,3.49
71,4,9.66,5.0,4.59
72,4,13.0,5.0,3.18
73,4,9.78,4.0,4.02
74,4,13.22,1.0,2.69
75,4,12.67,4.0,4.16
