user_id,file_id,rating,combo_11_E__add_perp_token_ner_disc__pred,cosine_sim,norm_gap,nli_mean_entail,nli_mean_contra,content_vs_function_ratio,pos_entropy,verbs_per_sentence,flesch_reading_ease,fk_grade_level,ttr,mtld,yules_k,avg_tree_depth,avg_dep_distance,entity_continuity,role_transitions,vader_compound,tb_subjectivity,sentence_length,avg_logprob,ppl,proportion_top100,entity_density,entity_label_entropy,connective_entropy,connective_density_per_100w
74,3,3.0,3.48,0.6012,0.0,0.0281,0.1937,3.1974,3.178,3.2308,36.4019,14.6825,0.5569,93.4741,93.4985,4.6923,3.2636,0.2875,0.2444,0.9926,0.5339,343.0,-3.6758,39.4788,0.2286,0.0874,1.8999,0.9219,2.9155
75,3,5.0,4.7,0.0,0.0,0.0,0.0,8.0244,2.7853,3.5,34.6107,18.0377,0.4937,124.12,78.5488,5.1667,2.9873,0.4127,0.2581,0.9865,0.5195,397.0,0.0,0.0,0.0,0.1685,2.1471,0.7219,1.2594
0,4,5.0,4.5,0.5133,0.0,0.0349,0.3838,8.3958,2.8903,3.9,29.6792,22.3692,0.4061,42.2309,204.4287,6.1,5.1769,0.366,0.1099,0.9558,0.4382,586.0,-2.8163,16.7149,0.321,0.1641,1.4067,0.5917,1.1945
1,4,4.0,3.79,0.0,0.0,0.0,0.0,2.8,3.1853,2.5,39.9833,13.3549,0.5455,56.7368,93.059,5.2778,2.8331,0.1742,0.2763,0.9559,0.685,473.0,0.0,0.0,0.0,0.1336,2.2879,0.7742,4.0169
2,4,4.0,4.21,0.0,0.0,0.0,0.0,3.1376,3.1325,1.807,44.6978,11.456,0.4456,191.2583,49.6204,4.6842,3.2639,0.4077,0.3545,0.9981,0.4392,947.0,0.0,0.0,0.0,0.0767,2.3707,1.2256,4.0127
3,4,5.0,4.38,0.0,0.0,0.0,0.0,9.5517,2.8632,3.5484,20.0887,20.3613,0.4422,83.9883,92.9497,4.8387,2.875,0.4171,0.3014,0.9967,0.4884,683.0,0.0,0.0,0.0,0.1699,2.0647,1.659,2.489
4,4,5.0,4.53,0.0,0.0,0.0,0.0,9.4444,2.6247,2.3636,23.5836,21.9772,0.521,123.6667,83.6805,5.4545,3.6271,0.337,0.0918,0.9756,0.5446,476.0,0.0,0.0,0.0,0.1443,1.8094,0.7219,1.0504
5,4,4.0,3.96,0.0,0.0,0.0,0.0,3.7917,3.0284,4.0,11.9608,23.4091,0.5714,105.1866,82.8644,6.8,3.8009,0.2667,0.3176,0.9753,0.4924,378.0,0.0,0.0,0.0,0.1151,1.9784,0.5917,5.5556
6,4,4.0,3.83,0.6953,0.0,0.0865,0.4866,6.2059,3.0491,3.0,41.6495,15.3066,0.5109,60.0846,155.0839,6.8889,3.6796,0.3511,0.1688,0.9676,0.5261,321.0,-3.5419,34.532,0.3588,0.1816,1.4538,0.7219,1.5576
7,4,4.0,3.81,0.7461,0.0,0.0143,0.3786,2.4597,3.2062,2.2667,46.807,10.4926,0.5202,103.3945,87.9768,4.8333,2.816,0.3211,0.398,0.9761,0.5695,446.0,-3.2153,24.9115,0.2285,0.0477,1.9904,0.9976,5.157
8,4,4.0,4.03,0.0,0.0,0.0,0.0,6.7674,2.8719,2.8333,44.2209,16.1176,0.4746,81.3365,110.799,6.4167,3.1413,0.3109,0.2544,0.96,0.439,394.0,0.0,0.0,0.0,0.1667,2.1051,1.5766,3.2995
9,4,4.0,4.36,0.0,0.0,0.0,0.0,7.5974,2.8338,2.3182,12.9617,26.0861,0.4165,131.7338,64.2904,5.8182,3.2543,0.5562,0.1386,0.9984,0.4641,689.0,0.0,0.0,0.0,0.1134,2.2077,1.1887,1.7417
10,4,2.0,2.71,0.0,0.0,0.0,0.0,4.975,2.839,2.0714,12.6601,25.9334,0.375,64.1616,130.7715,6.7857,3.5489,0.4123,0.1233,0.9944,0.5513,544.0,0.0,0.0,0.0,0.1305,1.8765,1.4299,2.5735
11,4,4.0,3.93,0.0,0.0,0.0,0.0,8.2632,2.9083,6.625,3.647,29.8922,0.4809,76.4877,95.8245,6.625,3.007,0.4098,0.2114,0.9895,0.563,393.0,0.0,0.0,0.0,0.1546,2.0047,0.5436,2.0356
12,4,5.0,4.22,0.0,0.0,0.0,0.0,7.0526,2.919,1.7778,34.8701,17.1097,0.54,185.2258,52.5364,4.7778,3.1472,0.3933,0.2342,0.9678,0.4652,487.0,0.0,0.0,0.0,0.1248,2.7778,1.5613,1.6427
13,4,4.0,4.49,0.0,0.0,0.0,0.0,4.4975,2.9878,1.2235,42.5915,11.0597,0.4127,168.7826,50.7875,4.1059,2.8908,0.4192,0.2015,0.9978,0.4849,1146.0,0.0,0.0,0.0,0.0882,2.4865,1.1936,3.0541
14,4,5.0,3.93,0.5962,0.0,0.129,0.0924,7.3611,2.895,5.3333,16.4754,24.8236,0.5179,81.4384,114.9731,6.1667,3.312,0.3838,0.1453,0.9939,0.5023,336.0,-3.6123,37.0506,0.2729,0.1868,1.9701,-0.0,0.8929
15,4,4.0,3.93,0.9874,0.0,0.0262,0.0544,8.25,2.8369,3.7143,3.8499,30.7748,0.6506,169.1466,68.386,5.4286,3.8658,0.301,0.1613,0.9674,0.454,249.0,-3.5093,33.4249,0.3235,0.0969,1.8413,-0.0,1.2048
16,4,4.0,4.1,0.0,0.0,0.0,0.0,6.0816,2.8428,3.2308,44.5142,15.348,0.4795,101.6373,88.0999,6.4615,3.0225,0.4252,0.2393,0.981,0.5079,390.0,0.0,0.0,0.0,0.177,2.0689,-0.0,0.7692
17,4,5.0,3.49,1.0,0.0,0.0024,0.8393,27.0,2.5003,0.25,50.5606,7.8219,0.931,117.74,71.3436,3.0,2.5364,0.05,0.0,0.7783,1.0,29.0,-4.4472,85.3887,0.3137,0.02,-0.0,0.0,0.0
18,4,3.0,3.61,0.0,0.0,0.0,0.0,2.6519,3.2543,2.9583,41.2007,15.2829,0.3645,75.5875,85.694,5.6667,3.2094,0.5495,0.2434,0.9971,0.5403,631.0,0.0,0.0,0.0,0.117,2.1669,1.3245,2.5357
19,4,5.0,4.7,0.0,0.0,0.0,0.0,4.9952,2.9432,3.5278,3.9698,30.154,0.268,60.2814,116.8939,6.1944,3.3783,0.6178,0.2571,0.9962,0.5295,1373.0,0.0,0.0,0.0,0.1477,2.0577,0.6402,1.2382
20,4,5.0,4.62,0.0,0.0,0.0,0.0,5.8594,2.7554,0.5429,63.7261,6.0428,0.5064,120.6463,65.6549,2.8571,2.3268,0.3852,0.1257,0.9946,0.4986,468.0,0.0,0.0,0.0,0.1283,2.0882,-0.0,1.7094
21,4,4.0,3.82,1.0,0.0,0.0,0.0,1.5,2.4464,1.0,69.785,6.01,0.9,28.0,200.0,3.0,2.4444,0.0,0.0,0.0,0.2361,10.0,-5.284,197.1606,0.4,0.1,-0.0,1.0,20.0
22,4,3.0,3.35,0.0,0.0,0.0,0.0,5.2222,3.0853,3.2778,-32.5477,42.8903,0.4544,85.4961,90.6125,6.0556,3.6211,0.36,0.3155,0.91,0.4544,570.0,0.0,0.0,0.0,0.1501,2.3604,-0.0,2.4561
23,4,3.0,3.32,1.0,0.0,0.0,0.0,11.35,2.7118,2.1818,-175.3866,97.5934,0.5746,88.1712,125.5848,5.0909,2.7374,0.2527,0.2688,0.9756,0.45,268.0,-2.9381,18.8798,0.2727,0.0895,1.6795,0.9183,1.1194
24,4,4.0,4.03,0.0,0.0,0.0,0.0,5.7667,2.7926,9.0,-20.6296,39.7995,0.4741,104.063,68.5297,6.5,5.019,0.4228,0.1722,0.9908,0.4452,424.0,0.0,0.0,0.0,0.092,1.7084,0.8113,0.9434
25,4,4.0,4.23,0.0,0.0,0.0,0.0,4.878,2.9501,1.7895,42.9871,14.5197,0.375,128.5141,61.27,5.3684,3.1291,0.5236,0.3622,0.9978,0.5534,784.0,0.0,0.0,0.0,0.1256,2.0365,1.7647,2.8061
26,4,4.0,4.07,0.0,0.0,0.0,0.0,2.5881,3.2232,1.6136,52.8332,9.794,0.3828,92.8111,62.3491,4.6932,2.7252,0.4564,0.377,0.9984,0.4978,1186.0,0.0,0.0,0.0,0.0711,2.3187,1.0069,4.3845
27,4,4.0,3.98,0.0,0.0,0.0,0.0,4.9189,2.9935,2.9375,39.3379,18.1071,0.4297,47.5596,117.3218,6.0,3.1993,0.3309,0.1921,0.9821,0.4967,505.0,0.0,0.0,0.0,0.1917,1.8956,0.65,1.1881
28,4,3.0,3.51,0.0,0.0,0.0,0.0,7.1569,2.9613,3.6923,24.1557,22.7152,0.4431,75.7772,109.9709,5.6923,3.5528,0.3803,0.2466,0.9858,0.4607,492.0,0.0,0.0,0.0,0.1925,1.9756,1.1488,1.4228
29,4,5.0,4.56,0.0,0.0,0.0,0.0,2.899,3.2858,1.5517,75.2,6.0,0.559,124.4701,71.8672,4.2069,2.9425,0.3037,0.2718,0.9969,0.5482,424.0,0.0,0.0,0.0,0.096,1.8844,1.574,4.0094
30,4,4.0,4.1,0.0,0.0,0.0,0.0,8.1622,2.7859,2.6364,21.5792,23.8716,0.5307,124.338,64.2844,6.6364,3.3254,0.3664,0.1545,0.9908,0.5492,375.0,0.0,0.0,0.0,0.1381,2.0725,0.65,1.6
31,4,5.0,4.68,0.0,0.0,0.0,0.0,4.7031,2.8032,0.74,57.9862,7.2282,0.6307,215.9605,46.4978,3.64,2.4428,0.3103,0.2667,0.9902,0.5496,371.0,0.0,0.0,0.0,0.0737,2.6187,0.9934,4.3127
32,4,5.0,4.61,0.0,0.0,0.0,0.0,6.3472,2.8568,1.8571,47.4866,10.6749,0.559,212.9006,42.2924,4.9429,3.1442,0.3494,0.366,0.9945,0.4932,551.0,0.0,0.0,0.0,0.0935,2.1986,0.65,1.0889
33,4,4.0,4.23,0.0,0.0,0.0,0.0,4.31,3.17,3.025,22.3342,19.8052,0.4319,83.9902,52.4419,6.1,3.5145,0.4069,0.2745,0.9985,0.4539,1167.0,0.0,0.0,0.0,0.1065,2.4226,1.3977,3.7704
34,4,5.0,4.72,0.0,0.0,0.0,0.0,3.4304,3.0207,1.5806,37.4242,11.0928,0.4512,138.2223,64.9966,4.4032,2.8615,0.4529,0.4235,0.9966,0.4706,738.0,0.0,0.0,0.0,0.0791,2.0556,1.2774,3.6585
35,4,1.0,2.45,0.5641,0.0,0.2434,0.0975,6.3784,2.8989,4.5,2.2601,29.4645,0.6289,159.995,71.5627,6.6667,3.5699,0.2752,0.2716,0.9392,0.4284,291.0,-3.8617,47.5479,0.3626,0.1089,2.4708,0.9219,3.4364
36,4,4.0,3.83,0.0,0.0,0.0,0.0,9.5263,2.6575,13.75,-55.0442,52.9841,0.4625,62.496,120.9598,12.25,4.1012,0.3826,0.1799,0.985,0.5003,467.0,0.0,0.0,0.0,0.2114,1.8808,0.7219,1.0707
37,4,5.0,4.57,0.0,0.0,0.0,0.0,4.2836,2.9293,1.3556,31.5134,16.2087,0.3665,105.5297,76.4714,5.1111,2.8221,0.5448,0.2196,0.9862,0.5509,753.0,0.0,0.0,0.0,0.0967,2.1647,0.7229,2.7888
38,4,4.0,4.19,0.0,0.0,0.0,0.0,3.9541,2.865,1.0625,52.1055,8.9231,0.4372,119.5145,79.4954,4.3125,2.8636,0.3889,0.288,0.9943,0.5,549.0,0.0,0.0,0.0,0.0556,2.4771,0.2762,3.8251
39,4,2.0,3.02,0.0,0.0,0.0,0.0,7.1739,2.6203,2.6154,17.395,23.6094,0.4574,117.8161,68.7726,5.6923,3.6242,0.5526,0.1562,0.9917,0.4385,387.0,0.0,0.0,0.0,0.0912,1.7045,-0.0,2.0672
40,4,4.0,4.1,0.0,0.0,0.0,0.0,8.1163,2.7857,2.4,42.9639,15.7359,0.4647,76.0025,95.9028,5.5333,3.3429,0.5088,0.15,0.9921,0.4891,411.0,0.0,0.0,0.0,0.1371,1.6002,0.9183,1.4599
41,4,5.0,4.41,0.0,0.0,0.0,0.0,7.2222,2.9155,6.625,-23.3536,39.1236,0.5095,91.134,100.907,8.375,3.45,0.3788,0.2521,0.9781,0.3077,420.0,0.0,0.0,0.0,0.1905,2.5571,0.65,1.4286
42,4,4.0,4.04,0.0,0.0,0.0,0.0,8.0208,2.8713,1.7857,35.6344,15.9371,0.4762,71.6826,103.6155,4.75,2.9336,0.2961,0.1852,0.9796,0.5432,504.0,0.0,0.0,0.0,0.1962,2.2053,-0.0,1.1905
43,4,5.0,4.46,0.0,0.0,0.0,0.0,11.6957,2.6831,1.7,20.296,24.7379,0.5229,93.899,106.7998,5.4,3.3728,0.339,0.0672,0.9842,0.3921,327.0,0.0,0.0,0.0,0.1667,1.963,0.9183,0.9174
44,4,4.0,3.99,0.0,0.0,0.0,0.0,5.913,3.0336,2.7333,36.9592,16.606,0.5455,111.7221,79.6347,4.6,3.1473,0.4286,0.1638,0.9903,0.4615,341.0,0.0,0.0,0.0,0.1579,1.9825,0.5436,2.346
45,4,4.0,3.92,0.0,0.0,0.0,0.0,7.3043,2.7781,2.1875,28.4106,20.6311,0.4455,70.5722,112.9804,5.1875,3.0144,0.453,0.152,0.9879,0.5838,422.0,0.0,0.0,0.0,0.1674,1.7247,0.7219,1.1848
46,4,5.0,3.81,0.0,0.0,0.0,0.0,4.4444,2.8072,0.5821,66.8722,5.6825,0.4231,67.603,93.4536,3.403,2.7527,0.3813,0.1282,0.9911,0.4685,546.0,0.0,0.0,0.0,0.1142,1.9208,0.9864,1.6484
47,4,5.0,4.61,0.0,0.0,0.0,0.0,4.5621,2.8958,1.525,-3.1226,31.002,0.3264,125.747,83.6643,5.9,3.4766,0.565,0.201,0.9984,0.5627,913.0,0.0,0.0,0.0,0.1114,2.3821,0.3816,3.724
48,4,4.0,3.93,0.0,0.0,0.0,0.0,7.0526,2.7937,5.4286,2.5545,31.1004,0.5,63.866,129.7835,6.5714,3.5025,0.3333,0.1238,0.9617,0.5434,342.0,0.0,0.0,0.0,0.2039,2.2759,-0.0,0.5848
49,4,5.0,4.66,0.0,0.0,0.0,0.0,7.2391,2.8358,2.4545,20.8797,23.2653,0.517,84.5933,91.6675,7.2727,3.5048,0.3942,0.1216,0.989,0.4949,412.0,0.0,0.0,0.0,0.1506,1.9469,1.0,0.9709
50,4,4.0,3.88,0.0,0.0,0.0,0.0,13.0323,2.7404,5.125,17.8537,24.2463,0.3673,53.6057,165.1516,6.375,3.3003,0.4924,0.0878,0.9552,0.747,539.0,0.0,0.0,0.0,0.1667,1.2535,0.8113,0.7421
51,4,4.0,3.95,0.0,0.0,0.0,0.0,9.65,2.6023,3.2857,-59.3805,54.1686,0.4264,61.6459,126.9654,7.4286,4.8704,0.4615,0.0913,0.9625,0.5279,462.0,0.0,0.0,0.0,0.1994,1.9071,0.7219,1.0823
52,4,2.0,2.96,0.6185,0.0,0.0472,0.6028,4.7593,3.0097,2.1111,32.7934,14.9788,0.6889,219.723,38.2968,5.5,2.6293,0.2463,0.3276,0.9523,0.4432,315.0,-3.9394,51.3877,0.2484,0.0553,2.6531,1.0,1.2698
53,4,5.0,4.97,0.0,0.0,0.0,0.0,11.5625,2.7429,3.6,-50.8783,51.4921,0.5279,105.9383,76.9064,6.6,3.5966,0.3699,0.1341,0.9921,0.4053,430.0,0.0,0.0,0.0,0.1928,2.164,1.4591,1.3953
54,4,4.0,3.42,0.0,0.0,0.0,0.0,3.0065,3.0265,2.5417,37.4614,15.2635,0.392,55.1469,132.7733,5.9167,3.3958,0.4394,0.2766,0.9961,0.566,671.0,0.0,0.0,0.0,0.1141,1.8036,1.2366,2.2355
55,4,5.0,4.62,0.0,0.0,0.0,0.0,8.936,2.7438,3.72,-111.7746,71.9341,0.2703,80.808,88.6425,7.88,4.2481,0.5169,0.2232,0.9975,0.3737,1343.0,0.0,0.0,0.0,0.1309,2.1597,0.3015,3.4252
56,4,4.0,3.96,0.0,0.0,0.0,0.0,6.94,2.7857,3.8,25.0249,21.4139,0.4283,68.9919,106.3766,5.8,3.8372,0.3846,0.2222,0.9906,0.4904,446.0,0.0,0.0,0.0,0.1727,1.8247,-0.0,1.7937
57,4,4.0,3.95,0.0,0.0,0.0,0.0,2.9947,2.7195,0.9867,55.7755,8.1095,0.4129,130.9691,111.9109,4.72,2.5757,0.4703,0.2771,0.9954,0.478,758.0,0.0,0.0,0.0,0.0398,2.5678,0.1537,5.9367
58,4,2.0,2.09,0.0,0.0,0.0,0.0,14.2857,2.5001,10.6667,-223.9412,118.2777,0.4286,52.49,147.6304,9.3333,10.5983,0.3939,0.027,0.9726,0.4522,371.0,0.0,0.0,0.0,0.1308,1.5176,1.5219,1.3477
59,4,4.0,3.64,0.0,0.0,0.0,0.0,4.0093,2.9526,2.0759,36.6838,15.5621,0.3412,97.7731,159.6033,5.3038,2.9025,0.4427,0.2424,0.9994,0.4629,1650.0,0.0,0.0,0.0,0.0751,2.37,1.4593,5.1515
60,4,3.0,3.28,0.0,0.0,0.0,0.0,9.7838,2.8093,5.7143,-15.4199,38.6381,0.4804,57.2874,103.2136,6.1429,3.9827,0.3758,0.183,0.9534,0.4869,460.0,0.0,0.0,0.0,0.2079,1.9225,1.5613,1.7391
61,4,5.0,4.57,0.0,0.0,0.0,0.0,5.7339,3.025,5.5556,-19.2501,39.5174,0.3457,52.8693,118.5628,5.5556,3.912,0.485,0.2251,0.9929,0.4776,1001.0,0.0,0.0,0.0,0.1644,1.8862,0.7345,1.3986
62,4,4.0,3.95,0.0,0.0,0.0,0.0,10.3548,2.5131,3.5556,32.0699,19.3444,0.4794,72.1648,122.0906,6.3333,3.8226,0.3607,0.1074,0.9774,0.5364,388.0,0.0,0.0,0.0,0.1382,1.5586,0.8631,1.8041
63,4,5.0,4.49,0.0,0.0,0.0,0.0,3.2115,3.1367,1.5465,49.9817,10.2172,0.2561,138.4608,57.6418,4.2384,2.7873,0.6072,0.334,0.9999,0.4343,2452.0,0.0,0.0,0.0,0.0937,2.3057,0.9246,3.4666
64,4,5.0,4.12,0.0,0.0,0.0,0.0,2.3871,3.035,1.0588,48.9223,9.4896,0.3958,127.2509,92.3611,3.951,2.4008,0.4093,0.3483,0.9988,0.4772,960.0,0.0,0.0,0.0,0.0514,1.9846,1.0609,5.0
65,4,4.0,4.23,0.0,0.0,0.0,0.0,8.4146,2.797,4.3636,21.8094,23.1356,0.4492,85.1395,112.8939,5.5455,2.8511,0.4083,0.2876,0.9937,0.3742,423.0,0.0,0.0,0.0,0.1751,2.0697,0.7219,1.182
66,4,4.0,4.0,0.5678,0.0,0.0,0.0,7.4,2.9593,5.3333,-105.2947,72.4144,0.5493,59.8757,147.6779,8.6667,4.8621,0.3077,0.1,0.5994,0.5019,213.0,-3.5179,33.714,0.2602,0.1973,1.5451,1.0,0.939
67,4,4.0,4.08,0.0,0.0,0.0,0.0,9.2791,2.6738,3.5,39.8385,16.2941,0.4766,112.9984,82.5713,5.25,3.2,0.411,0.0879,0.9813,0.451,470.0,0.0,0.0,0.0,0.1361,1.6913,0.9183,1.2766
68,4,3.0,3.21,0.0,0.0,0.0,0.0,15.0,2.6269,4.75,-14.4233,36.5531,0.3875,99.3988,113.2649,9.5,3.8221,0.8356,0.0533,0.9569,0.5358,289.0,0.0,0.0,0.0,0.1611,1.9678,-0.0,0.346
69,4,4.0,4.09,0.0,0.0,0.0,0.0,7.7105,2.8397,5.0,16.2355,24.4513,0.5014,130.5854,73.0018,7.1429,3.5403,0.3802,0.1597,0.9694,0.5288,369.0,0.0,0.0,0.0,0.1746,1.989,1.9502,1.897
70,4,4.0,3.83,0.0,0.0,0.0,0.0,8.4048,2.7646,0.6875,67.6494,5.8007,0.5031,76.8816,94.2297,3.875,3.3938,0.3393,0.1168,0.9753,0.3152,477.0,0.0,0.0,0.0,0.1721,1.9804,-0.0,1.2579
71,4,5.0,4.67,0.0,0.0,0.0,0.0,9.3261,2.7006,3.75,38.5938,16.9025,0.4339,78.3459,101.5912,5.75,3.4827,0.4412,0.1031,0.9945,0.4916,514.0,0.0,0.0,0.0,0.1421,1.7761,0.5917,1.3619
72,4,4.0,4.46,0.0,0.0,0.0,0.0,7.1698,2.8686,2.35,17.1914,23.7176,0.5356,162.694,51.2593,5.6,3.2513,0.4041,0.3125,0.9931,0.4883,450.0,0.0,0.0,0.0,0.127,2.2625,0.7642,2.0
73,4,3.0,3.24,0.6659,0.0,0.0513,0.2014,5.3623,2.8857,3.2727,18.6174,25.8877,0.3809,39.6001,169.6651,7.4545,3.7177,0.3386,0.1905,0.9898,0.5489,533.0,-2.9181,18.507,0.3458,0.2098,2.0705,0.5436,1.5009
74,4,4.0,3.91,0.81,0.0,0.0052,0.6822,2.8571,3.0754,1.5484,46.6199,10.1796,0.5561,113.4697,93.1903,5.129,2.808,0.3737,0.4257,0.9942,0.4549,392.0,-3.2683,26.2664,0.3025,0.0505,1.8881,0.4822,6.3776
75,4,5.0,4.53,0.0,0.0,0.0,0.0,11.5517,2.7106,3.5833,-100.5906,70.7646,0.4817,70.405,111.3097,6.9167,3.9491,0.3984,0.1722,0.9482,0.5628,409.0,0.0,0.0,0.0,0.1736,1.8262,0.8113,0.978
