user_id,file_id,perplexity,rating,pred_rating
51,4,15.411,4,3.64
52,4,31.364,2,3.46
53,4,19.653,5,4.89
54,4,8.874,4,4.55
55,4,6.663,5,4.62
56,4,16.288,4,4.06
57,4,5.326,4,4.12
58,4,9.585,2,2.45
59,4,8.812,4,4.38
60,4,17.344,3,3.81
61,4,7.408,5,4.48
62,4,8.369,4,4.48
63,4,13.735,5,3.55
64,4,7.111,5,4.95
65,4,15.115,4,3.56
66,4,20.307,4,4.36
67,4,11.584,4,4.0
68,4,6.672,3,4.24
69,4,22.977,4,3.96
70,4,12.751,4,4.29
71,4,11.51,5,4.76
72,4,23.467,4,4.24
73,4,12.13,3,2.94
74,4,17.01,4,3.96
75,4,17.88,5,4.5
